1.000000000000000000e+00,6.951000000000000512e+01
2.000000000000000000e+00,6.998999999999999488e+01
3.000000000000000000e+00,6.957999999999999829e+01
4.000000000000000000e+00,6.979999999999999716e+01
5.000000000000000000e+00,6.984999999999999432e+01
6.000000000000000000e+00,6.973000000000000398e+01
7.000000000000000000e+00,6.984000000000000341e+01
8.000000000000000000e+00,6.967000000000000171e+01
9.000000000000000000e+00,6.959000000000000341e+01
1.000000000000000000e+01,6.979999999999999716e+01
